,sf
305287,C67H114N2O21
305288,C67H116N2O21
305289,C61H106N2O21
305290,C61H108N2O21
305291,C61H110N2O21
305293,C71H120N2O21
305294,C71H122N2O21
305295,C56H102N2O21
305297,C69H120N2O21
305298,C63H112N2O21
305299,C63H114N2O21
305300,C73H124N2O21
305301,C73H126N2O21
305302,C58H106N2O21
305304,C71H124N2O21
305305,C65H118N2O21
305306,C75H128N2O21
305307,C75H130N2O21
305309,C73H128N2O21
305311,C67H122N2O21
305312,C77H132N2O21
305313,C77H134N2O21
305315,C75H132N2O21
305316,C79H138N2O21
305318,C77H136N2O21
305320,C79H140N2O21
305321,C63H104N2O21
305322,C63H106N2O21
305323,C61H102N2O21
305324,C61H104N2O21
305325,C65H108N2O21
305326,C65H110N2O21
305327,C59H100N2O21
305328,C59H102N2O21
305329,C57H102N2O21
305332,C63H108N2O21
305333,C67H112N2O21
305337,C59H104N2O21
305339,C65H112N2O21
305341,C57H100N2O21
305345,C55H98N2O21
305347,C63H116N2O21
305348,C53H96N2O21
305349,C61H112N2O21
305350,C62H114N2O21
305352,C67H124N2O21
305353,C57H104N2O21
305354,C47H84N2O21
305355,C60H110N2O21
305356,C69H128N2O21
305357,C59H108N2O21
305358,C49H88N2O21
305360,C44H78N2O21
305361,C65H120N2O21
305362,C55H100N2O21
305363,C71H132N2O21
305364,C64H118N2O21
305378,C72H125N3O29
305439,C43H78O10
305462,C72H127N3O29
305475,C70H123N3O29
305482,C62H112N2O23
305516,C57H104N2O23
305559,C66H118N2O23
305627,C18H30O3
305634,C59H110N2O18
305648,C68H119N3O29
305690,C55H102N2O18
305699,C70H121N3O29
305709,C64H120N2O18
305719,C54H100N2O18
305722,C80H133N3O29
305723,C80H135N3O29
305724,C74H127N3O29
305726,C65H115N3O29
305727,C78H131N3O29
305728,C78H133N3O29
305729,C72H123N3O29
305730,C82H137N3O29
305731,C82H139N3O29
305732,C67H119N3O29
305734,C80H137N3O29
305735,C74H129N3O29
305736,C74H131N3O29
305737,C84H141N3O29
305738,C84H143N3O29
305739,C69H123N3O29
305741,C82H141N3O29
305742,C76H135N3O29
305743,C86H145N3O29
305744,C86H147N3O29
305746,C84H145N3O29
305747,C78H139N3O29
305748,C88H149N3O29
305749,C58H101N3O29
305750,C88H151N3O29
305752,C86H149N3O29
305753,C90H155N3O29
305755,C88H153N3O29
305757,C90H157N3O29
305758,C74H121N3O29
305760,C74H123N3O29
305761,C72H119N3O29
305762,C72H121N3O29
305763,C76H125N3O29
305764,C76H127N3O29
305765,C70H117N3O29
305766,C70H119N3O29
305770,C74H125N3O29
305771,C78H129N3O29
305777,C76H129N3O29
305779,C68H117N3O29
305781,C66H115N3O29
305782,C54H93N3O29
305783,C56H97N3O29
305784,C62H109N3O29
305785,C74H133N3O29
305786,C64H113N3O29
305787,C72H129N3O29
305788,C73H131N3O29
305790,C78H141N3O29
305791,C68H121N3O29
305792,C71H127N3O29
305793,C80H145N3O29
305794,C70H125N3O29
305795,C60H105N3O29
305797,C55H95N3O29
305798,C76H137N3O29
305799,C66H117N3O29
305800,C82H149N3O29
305801,C75H135N3O29
305803,C64H118N2O23
305804,C91H150N4O37
305805,C91H152N4O37
305806,C85H144N4O37
305807,C81H140N4O37
305808,C76H132N4O37
305809,C89H148N4O37
305810,C89H150N4O37
305811,C83H140N4O37
305812,C73H126N4O37
305813,C83H142N4O37
305814,C83H144N4O37
305816,C93H154N4O37
305817,C93H156N4O37
305818,C78H136N4O37
305820,C91H154N4O37
305821,C85H150N4O37
305822,C85H146N4O37
305823,C85H148N4O37
305824,C95H158N4O37
305825,C95H160N4O37
305826,C80H140N4O37
305828,C93H158N4O37
305829,C87H152N4O37
305831,C97H162N4O37
305832,C97H164N4O37
305834,C95H162N4O37
305835,C89H156N4O37
305836,C99H166N4O37
305837,C99H168N4O37
305839,C97H166N4O37
305840,C101H172N4O37
305842,C99H170N4O37
305844,C101H174N4O37
305845,C85H138N4O37
305846,C85H140N4O37
305847,C83H136N4O37
305848,C83H138N4O37
305849,C87H142N4O37
305850,C87H144N4O37
305851,C81H134N4O37
305852,C81H136N4O37
305853,C79H136N4O37
305855,C75H130N4O37
305857,C85H142N4O37
305858,C89H146N4O37
305862,C81H138N4O37
305864,C66H120N2O23
305865,C87H146N4O37
305867,C79H134N4O37
305871,C77H132N4O37
305872,C65H110N4O37
305873,C67H114N4O37
305874,C58H104N2O23
305875,C83H146N4O37
305876,C84H148N4O37
305878,C89H158N4O37
305879,C79H138N4O37
305880,C69H118N4O37
305881,C82H144N4O37
305882,C91H162N4O37
305883,C81H142N4O37
305884,C71H122N4O37
305886,C66H112N4O37
305887,C87H154N4O37
305888,C77H134N4O37
305889,C93H166N4O37
305890,C86H152N4O37
305985,C46H82N2O23
305994,C48H86N2O23
306028,C54H98N2O23
306075,C72H124N2O23
306120,C66H122N2O23
306136,C66H116N2O23
306161,C72H122N2O23
306163,C70H120N2O23
306164,C70H122N2O23
306165,C64H112N2O23
306166,C64H114N2O23
306167,C64H116N2O23
306169,C74H126N2O23
306170,C74H128N2O23
306171,C59H108N2O23
306173,C72H126N2O23
306174,C56H102N2O23
306175,C76H130N2O23
306176,C76H132N2O23
306177,C61H112N2O23
306179,C74H130N2O23
306180,C68H124N2O23
306181,C78H134N2O23
306182,C78H136N2O23
306184,C76H134N2O23
306185,C70H128N2O23
306186,C80H138N2O23
306187,C80H140N2O23
306189,C78H138N2O23
306190,C82H144N2O23
306192,C80H142N2O23
306194,C82H146N2O23
306195,C66H110N2O23
306196,C53H101NO16S
306197,C66H112N2O23
306198,C64H108N2O23
306199,C64H110N2O23
306200,C68H114N2O23
306201,C68H116N2O23
306202,C62H106N2O23
306203,C62H108N2O23
306204,C60H108N2O23
306207,C66H114N2O23
306208,C55H105NO13
306209,C70H118N2O23
306213,C62H110N2O23
306215,C68H118N2O23
306217,C60H106N2O23
306221,C65H120N2O23
306223,C70H130N2O23
306224,C60H110N2O23
306225,C50H90N2O23
306226,C63H116N2O23
306227,C72H134N2O23
306228,C52H94N2O23
306230,C47H84N2O23
306231,C68H126N2O23
306232,C58H106N2O23
306233,C74H138N2O23
306235,C67H124N2O23
306239,C47H91NO11S
306241,C47H93NO8
306253,C77H129N3O26
306254,C77H131N3O26
306255,C71H123N3O26
306256,C67H119N3O26
306257,C62H111N3O26
306258,C75H127N3O26
306259,C75H129N3O26
306260,C69H119N3O26
306261,C69H121N3O26
306262,C69H123N3O26
306264,C79H133N3O26
306265,C79H135N3O26
306266,C64H115N3O26
306268,C77H133N3O26
306269,C71H125N3O26
306270,C71H127N3O26
306271,C81H137N3O26
306272,C81H139N3O26
306273,C66H119N3O26
306274,C60H108N2O18
306276,C79H137N3O26
306277,C73H131N3O26
306278,C83H141N3O26
306279,C83H143N3O26
306281,C81H141N3O26
306282,C75H135N3O26
306283,C85H145N3O26
306284,C85H147N3O26
306286,C83H145N3O26
306287,C87H151N3O26
306289,C85H149N3O26
306291,C87H153N3O26
306292,C71H117N3O26
306293,C71H119N3O26
306294,C69H115N3O26
306295,C69H117N3O26
306296,C73H121N3O26
306297,C73H123N3O26
306298,C67H113N3O26
306299,C67H115N3O26
306300,C65H115N3O26
306303,C71H121N3O26
306304,C75H125N3O26
306305,C60H110N2O18
306309,C67H117N3O26
306311,C73H125N3O26
306313,C65H113N3O26
306317,C63H111N3O26
306318,C51H89N3O26
306319,C53H93N3O26
306320,C59H105N3O26
306321,C71H129N3O26
306322,C61H109N3O26
306323,C69H125N3O26
306324,C70H127N3O26
306326,C75H137N3O26
306327,C65H117N3O26
306328,C55H97N3O26
306330,C68H123N3O26
306331,C77H141N3O26
306332,C57H101N3O26
306334,C52H91N3O26
306335,C73H133N3O26
306336,C63H113N3O26
306337,C79H145N3O26
306338,C72H131N3O26
306340,C88H146N4O34
306341,C68H116N2O18
306342,C88H148N4O34
306343,C82H140N4O34
306344,C78H136N4O34
306345,C73H128N4O34
306346,C86H144N4O34
306347,C86H146N4O34
306348,C80H136N4O34
306349,C80H138N4O34
306350,C80H140N4O34
306353,C90H150N4O34
306354,C90H152N4O34
306355,C75H132N4O34
306357,C88H150N4O34
306358,C82H142N4O34
306359,C82H144N4O34
306360,C92H154N4O34
306361,C92H156N4O34
306362,C77H136N4O34
306364,C90H154N4O34
306365,C84H148N4O34
306366,C94H158N4O34
306367,C94H160N4O34
306370,C92H158N4O34
306371,C86H152N4O34
306372,C96H162N4O34
306373,C96H164N4O34
306375,C94H162N4O34
306376,C98H168N4O34
306378,C50H92N2O18
306379,C96H166N4O34
306381,C98H170N4O34
306382,C82H134N4O34
306383,C82H136N4O34
306384,C80H132N4O34
306385,C80H134N4O34
306386,C84H138N4O34
306387,C68H118N2O18
306388,C84H140N4O34
306389,C78H130N4O34
306390,C78H132N4O34
306391,C76H132N4O34
306394,C82H138N4O34
306395,C86H142N4O34
306399,C78H134N4O34
306401,C84H142N4O34
306403,C76H130N4O34
306406,C44H80N2O18
306407,C74H128N4O34
306408,C62H106N4O34
306409,C64H110N4O34
306410,C70H122N4O34
306411,C82H146N4O34
306412,C72H126N4O34
306413,C80H142N4O34
306414,C81H144N4O34
306416,C86H154N4O34
306418,C76H134N4O34
306419,C66H114N4O34
306420,C79H140N4O34
306421,C88H158N4O34
306422,C78H138N4O34
306423,C68H118N4O34
306425,C63H108N4O34
306426,C84H150N4O34
306427,C74H130N4O34
306429,C90H162N4O34
306430,C83H148N4O34
306432,C99H163N5O42
306433,C99H165N5O42
306434,C93H157N5O42
306435,C89H153N5O42
306436,C84H145N5O42
306437,C53H98N2O18
306438,C97H161N5O42
306439,C97H163N5O42
306440,C91H153N5O42
306441,C91H155N5O42
306442,C91H157N5O42
306444,C101H167N5O42
306445,C101H169N5O42
306446,C86H149N5O42
306448,C99H167N5O42
306449,C93H159N5O42
306450,C93H161N5O42
306451,C103H171N5O42
306452,C103H173N5O42
306453,C88H153N5O42
306455,C101H171N5O42
306456,C95H165N5O42
306457,C105H175N5O42
306458,C105H177N5O42
306460,C103H175N5O42
306461,C66H114N2O18
306462,C97H169N5O42
306463,C107H179N5O42
306464,C107H181N5O42
306466,C105H179N5O42
306467,C109H185N5O42
306470,C107H183N5O42
306472,C109H187N5O42
306473,C93H151N5O42
306474,C93H153N5O42
306475,C91H149N5O42
306476,C91H151N5O42
306477,C66H116N2O18
306478,C95H155N5O42
306479,C95H157N5O42
306480,C89H147N5O42
306481,C89H149N5O42
306482,C87H149N5O42
306485,C93H155N5O42
306486,C97H159N5O42
306490,C89H151N5O42
306492,C95H159N5O42
306493,C81H139N5O42
306495,C87H147N5O42
306499,C85H145N5O42
306500,C73H123N5O42
306501,C75H127N5O42
306502,C58H104N2O18
306503,C93H163N5O42
306504,C83H143N5O42
306505,C91H159N5O42
306506,C92H161N5O42
306508,C97H171N5O42
306509,C87H151N5O42
306510,C77H131N5O42
306511,C58H106N2O18
306513,C90H157N5O42
306514,C99H175N5O42
306515,C89H155N5O42
306516,C79H135N5O42
306518,C74H125N5O42
306519,C95H167N5O42
306520,C85H147N5O42
306521,C56H102N2O18
306522,C22H34O3
306523,C101H179N5O42
306524,C94H165N5O42
306526,C66H112N2O18
306528,C60H106N2O18
306530,C51H94N2O18
306531,C64H110N2O18
306532,C64H112N2O18
306533,C58H102N2O18
306535,C70H120N2O18
306536,C70H122N2O18
306539,C68H120N2O18
306540,C62H114N2O18
306541,C72H124N2O18
306542,C72H126N2O18
306544,C70H124N2O18
306545,C64H118N2O18
306546,C74H128N2O18
306547,C74H130N2O18
306549,C72H128N2O18
306550,C76H134N2O18
306552,C74H132N2O18
306554,C76H136N2O18
306555,C60H100N2O18
306556,C60H102N2O18
306557,C58H98N2O18
306558,C58H108N2O18
306559,C58H100N2O18
306560,C62H104N2O18
306561,C62H106N2O18
306562,C56H96N2O18
306563,C56H98N2O18
306564,C54H98N2O18
306567,C60H104N2O18
306568,C64H108N2O18
306573,C56H100N2O18
306575,C62H108N2O18
306577,C54H96N2O18
306581,C52H94N2O18
306582,C40H72N2O18
306583,C42H76N2O18
306584,C48H88N2O18
306585,C60H112N2O18
306586,C57H106N2O18
306587,C66H124N2O18
306588,C46H84N2O18
306590,C41H74N2O18
306591,C62H116N2O18
306592,C52H96N2O18
306593,C68H128N2O18
306594,C61H114N2O18
306602,C123H211N7O63
306606,C26H45NO5S
306607,C117H191N7O63
306610,C115H195N7O63
306612,C29H50O2
306735,C23H37NO5S
307983,C24H36O4
308013,C24H34O3
308027,C23H38O5
308303,C22H32O5
308314,C22H30O5
308391,C20H34O3
308440,C22H35NO3
308495,C22H35NO5
308563,C24H39NO3
308574,C24H39NO5
308610,C23H37NO3
308622,C23H37NO5
309549,C46H93O9P
309599,C30H49N3O10S
309662,C20H28O4
311138,C38H77O9P
311193,C29H59O9P
311205,C40H81O9P
311240,C42H85O9P
311307,C31H63O9P
311520,C44H89O9P
311730,C48H97O9P
311804,C28H57O8P
311863,C50H101O9P
311944,C24H49O8P
312390,C52H105O9P
312533,C47H74O2
312717,C47H76O2
312797,C47H78O2
312843,C47H80O2
312869,C47H82O2
312893,C47H84O2
312926,C48H86O2
313117,C49H76O2
313177,C40H75O9P
313200,C41H83O9P
313243,C49H78O2
313278,C40H79O9P
313409,C42H83O9P
313585,C43H87O9P
313702,C44H87O9P
313715,C46H91O9P
313832,C45H91O9P
313917,C48H95O9P
313945,C38H75O9P
314096,C35H71O9P
314417,C49H80O2
314463,C37H75O9P
314516,C49H82O2
314617,C39H79O9P
314763,C49H84O2
314837,C49H86O2
314874,C49H88O2
314887,C50H90O2
314961,C34H69NO5
315020,C51H82O2
315046,C36H73NO5
315107,C38H77NO5
315212,C40H81NO5
315394,C36H71O9P
315421,C54H109O9P
315451,C51H84O2
315598,C42H85NO5
315625,C51H90O2
315753,C51H92O2
315892,C41H78O10
315921,C41H76O10
315988,C41H74O10
316014,C62H125O9P
316197,C64H129O9P
316329,C33H67O9P
316389,C41H72O10
316446,C43H82O10
316598,C43H80O10
316637,C49H99O9P
316740,C51H103O9P
316783,C51H80O2
316868,C53H107O9P
317005,C45H72O2
317067,C31H52O2
317068,C33H56O2
317069,C35H60O2
317070,C37H64O2
317071,C39H68O2
317072,C40H70O2
317074,C41H70O2
317075,C41H72O2
317076,C42H74O2
317078,C43H72O2
317079,C43H74O2
317081,C44H78O2
317083,C53H84O2
317084,C53H86O2
317086,C53H88O2
317087,C53H94O2
317088,C53H96O2
317089,C55H88O2
317090,C55H90O2
317092,C55H92O2
317093,C55H100O2
317094,C57H92O2
317095,C57H94O2
317097,C57H96O2
317098,C57H104O2
317099,C59H96O2
317100,C59H98O2
317102,C59H100O2
317103,C61H100O2
317104,C61H102O2
317106,C61H104O2
317107,C63H104O2
317108,C63H106O2
317110,C63H108O2
317111,C65H110O2
317113,C65H112O2
317114,C25H40N2O6S
317116,C43H76O10
317117,C43H74O10
317118,C45H80O10
317122,C41H70O10
317127,C43H72O10
317128,C45H78O10
317132,C41H68O10
317137,C43H70O10
317138,C45H76O10
317142,C41H66O10
317147,C43H68O10
317148,C45H74O10
317152,C45H86O10
317153,C45H84O10
317154,C45H82O10
317157,C47H84O10
317167,C47H82O10
317176,C47H80O10
317186,C45H72O10
317187,C47H78O10
317196,C45H70O10
317197,C47H76O10
317207,C49H82O10
317208,C47H88O15
317209,C47H86O15
317210,C47H84O15
317211,C47H82O15
317212,C49H92O15
317213,C49H90O15
317214,C49H88O15
317215,C49H86O15
317217,C49H84O15
317218,C51H90O15
317222,C47H80O15
317227,C49H82O15
317228,C51H88O15
317232,C47H78O15
317237,C49H80O15
317238,C51H86O15
317242,C47H76O15
317247,C49H78O15
317248,C51H84O15
317253,C51H96O15
317254,C51H94O15
317255,C51H92O15
317258,C53H94O15
317267,C53H92O15
317278,C53H90O15
317287,C51H82O15
317288,C53H88O15
317297,C51H80O15
317298,C53H86O15
317309,C55H92O15
317312,C23H40O7
317323,C18H26O2
317325,C42H79O9P
317330,C46H83O9P
317331,C48H87O9P
317332,C50H91O9P
317333,C52H95O9P
317334,C54H99O9P
317335,C56H103O9P
317336,C58H107O9P
317337,C60H111O9P
317338,C44H77O9P
317339,C46H81O9P
317340,C48H85O9P
317341,C50H89O9P
317342,C52H93O9P
317343,C54H97O9P
317344,C56H101O9P
317345,C58H105O9P
317346,C38H73O9P
317347,C40H77O9P
317348,C42H81O9P
317349,C44H85O9P
317352,C44H83O9P
317355,C46H85O9P
317356,C48H89O9P
317357,C50H93O9P
317358,C52H97O9P
317359,C54H101O9P
317360,C56H105O9P
317361,C58H109O9P
317362,C60H113O9P
317387,C56H113O9P
317388,C58H117O9P
317389,C60H121O9P
317391,C52H99O9P
317392,C54H103O9P
317399,C62H115O9P
317400,C64H119O9P
317401,C66H123O9P
317402,C68H127O9P
317403,C70H131O9P
317404,C72H135O9P
317407,C60H109O9P
317408,C62H113O9P
317409,C64H117O9P
317410,C66H121O9P
317411,C68H125O9P
317412,C70H129O9P
317413,C50H97O9P
317414,C52H101O9P
317415,C54H105O9P
317416,C56H109O9P
317419,C47H95O9P
317420,C56H107O9P
317425,C62H117O9P
317426,C64H121O9P
317427,C66H125O9P
317428,C68H129O9P
317429,C70H133O9P
317430,C72H137O9P
317437,C50H99O9P
317438,C52H103O9P
317441,C54H107O9P
317442,C56H111O9P
317443,C58H115O9P
317444,C60H119O9P
317452,C55H111O9P
317473,C66H133O9P
317487,C74H139O9P
317495,C72H133O9P
317499,C58H113O9P
317502,C58H111O9P
317512,C74H141O9P
317527,C62H123O9P
317535,C57H115O9P
317552,C50H95O9P
317575,C48H93O9P
317633,C46H87O9P
317634,C48H91O9P
317656,C46H89O9P
317786,C27H53O9P
317790,C34H67O9P
317813,C41H81O9P
317816,C46H79O9P
317817,C48H83O9P
317818,C50H87O9P
317819,C52H91O9P
317820,C54H95O9P
317821,C56H99O9P
317822,C58H103O9P
317823,C60H107O9P
317857,C37H73O9P
317858,C39H77O9P
317862,C43H85O9P
317863,C45H89O9P
317956,C27H51O9P
317958,C30H57O9P
317959,C32H61O9P
317960,C34H65O9P
317961,C36H69O9P
317975,C44H75O9P
317984,C62H111O9P
317985,C46H77O9P
317986,C48H81O9P
317987,C50H85O9P
317988,C52H89O9P
317989,C54H93O9P
317990,C56H97O9P
317991,C58H101O9P
317992,C60H105O9P
318027,C37H71O9P
318028,C39H75O9P
318029,C41H79O9P
318033,C43H83O9P
318034,C45H87O9P
318035,C38H71O9P
318116,C29H57O9P
318193,C47H93O9P
318284,C31H61O9P
318320,C64H115O9P
318362,C49H97O9P
318459,C41H77O9P
318460,C43H81O9P
318461,C41H75O9P
318462,C43H79O9P
318463,C43H77O9P
318464,C45H81O9P
318465,C47H85O9P
318466,C49H89O9P
318467,C51H93O9P
318468,C53H97O9P
318469,C55H101O9P
318470,C57H105O9P
318471,C59H109O9P
318472,C61H113O9P
318473,C45H79O9P
318474,C47H83O9P
318475,C49H87O9P
318476,C51H91O9P
318477,C53H95O9P
318478,C55H99O9P
318479,C57H103O9P
318480,C59H107O9P
318487,C45H85O9P
318489,C45H83O9P
318490,C47H87O9P
318491,C49H91O9P
318492,C51H95O9P
318493,C53H99O9P
318494,C55H103O9P
318495,C57H107O9P
318496,C59H111O9P
318497,C61H115O9P
318544,C39H73O9P
318546,C39H71O9P
318548,C41H73O9P
318558,C43H75O9P
318609,C35H69O9P
318620,C37H69O9P
318622,C37H67O9P
318624,C39H69O9P
318634,C41H71O9P
318642,C35H67O9P
318683,C33H65O9P
318773,C25H49O9P
318872,C64H127O9P
318892,C66H119O9P
318893,C68H123O9P
318894,C70H127O9P
318925,C60H117O9P
318930,C51H101O9P
318934,C53H105O9P
318935,C55H109O9P
318955,C66H131O9P
318970,C74H137O9P
318978,C72H131O9P
319011,C62H121O9P
319019,C57H113O9P
319446,C27H49O9P
319448,C30H55O9P
319449,C32H59O9P
319450,C34H63O9P
319451,C36H67O9P
319463,C42H71O9P
319465,C44H73O9P
319475,C62H109O9P
319476,C46H75O9P
319477,C48H79O9P
319478,C50H83O9P
319479,C52H87O9P
319480,C54H91O9P
319481,C56H95O9P
319482,C58H99O9P
319483,C60H103O9P
319613,C29H55O9P
319690,C47H91O9P
319781,C31H59O9P
319818,C64H113O9P
319858,C49H95O9P
319865,C23H45O9P
319977,C61H111O9P
319978,C45H77O9P
319979,C47H81O9P
319980,C49H85O9P
319981,C51H89O9P
319982,C53H93O9P
319983,C55H97O9P
319984,C57H101O9P
319985,C59H105O9P
320063,C43H73O9P
320117,C21H41O9P
320134,C37H65O9P
320136,C39H67O9P
320146,C41H69O9P
320155,C35H65O9P
320185,C22H45O8P
320197,C33H63O9P
320221,C34H69O8P
320265,C36H73O8P
320283,C32H65O8P
320288,C22H47O8P
320289,C34H71O8P
320290,C36H75O8P
320291,C32H67O8P
320292,C28H59O8P
320293,C24H51O8P
320297,C26H55O8P
320298,C26H53O8P
320299,C30H63O8P
320301,C20H43O8P
320302,C23H49O8P
320303,C21H45O8P
320304,C19H41O8P
320309,C30H61O8P
320311,C20H41O8P
320312,C23H47O8P
320313,C21H43O8P
320314,C19H39O8P
320320,C32H65NO5
320326,C44H89NO5
320331,C48H97NO5
320332,C38H76NO11P
320333,C40H80NO11P
320334,C42H84NO11P
320335,C44H88NO11P
320336,C46H92NO11P
320337,C48H96NO11P
320338,C50H100NO11P
320339,C52H104NO11P
320340,C42H82NO11P
320341,C44H86NO11P
320342,C46H90NO11P
320343,C48H94NO11P
320344,C50H98NO11P
320345,C38H76NO12P
320346,C40H80NO12P
320347,C42H84NO12P
320348,C44H88NO12P
320349,C46H92NO12P
320350,C48H96NO12P
320351,C50H100NO12P
320352,C52H104NO12P
320361,C42H82NO12P
320362,C44H86NO12P
320363,C46H90NO12P
320364,C48H94NO12P
320365,C50H98NO12P
320366,C38H76NO13P
320367,C40H80NO13P
320368,C42H84NO13P
320369,C44H88NO13P
320370,C46H92NO13P
320371,C48H96NO13P
320372,C50H100NO13P
320373,C52H104NO13P
320381,C54H108NO11P
320386,C52H102NO11P
320394,C54H108NO12P
320407,C52H102NO12P
320415,C54H108NO13P
320416,C44H86NO16P
320417,C46H90NO16P
320418,C48H94NO16P
320419,C50H98NO16P
320420,C52H102NO16P
320421,C54H106NO16P
320422,C56H110NO16P
320423,C58H114NO16P
320424,C48H92NO16P
320425,C50H96NO16P
320426,C52H100NO16P
320427,C54H104NO16P
320428,C56H108NO16P
320429,C44H86NO17P
320430,C46H90NO17P
320431,C48H94NO17P
320432,C50H98NO17P
320433,C52H102NO17P
320434,C54H106NO17P
320435,C56H110NO17P
320436,C58H114NO17P
320445,C48H92NO17P
320446,C50H96NO17P
320447,C52H100NO17P
320448,C54H104NO17P
320449,C56H108NO17P
320450,C44H86NO18P
320451,C46H90NO18P
320452,C48H94NO18P
320453,C50H98NO18P
320454,C52H102NO18P
320455,C54H106NO18P
320456,C56H110NO18P
320457,C58H114NO18P
320465,C60H118NO16P
320470,C58H112NO16P
320478,C60H118NO17P
320491,C58H112NO17P
320499,C60H118NO18P
320500,C50H97NO24P2
320501,C64H125NO24P2
320502,C54H103NO24P2
320503,C56H107NO24P2
320504,C58H111NO24P2
320505,C60H115NO24P2
320506,C62H119NO24P2
320507,C50H97NO25P2
320508,C64H125NO25P2
320511,C54H103NO25P2
320512,C56H107NO25P2
320513,C58H111NO25P2
320514,C60H115NO25P2
320515,C62H119NO25P2
320516,C50H97NO26P2
320517,C64H125NO26P2
320518,C52H101NO24P2
320519,C66H129NO24P2
320524,C64H123NO24P2
320525,C52H101NO25P2
320526,C66H129NO25P2
320533,C64H123NO25P2
320534,C52H101NO26P2
320535,C66H129NO26P2
