,sf
29612,C63H112NO8P
29613,C65H114NO8P
29614,C65H116NO8P
29615,C49H80NO8P
29617,C47H78NO8P
29621,C45H76NO8P
29643,C37H68NO8P
29649,C53H100NO8P
29653,C55H104NO8P
29655,C35H64NO8P
29660,C57H108NO8P
29932,C67H118NO8P
29934,C69H122NO8P
30016,C47H76NO8P
30018,C45H74NO8P
30022,C43H72NO8P
30041,C27H48NO8P
30120,C35H66NO8P
30130,C53H102NO8P
30137,C55H106NO8P
30325,C71H118NO8P
30331,C73H124NO8P
30332,C73H126NO8P
30346,C61H98NO8P
30415,C73H128NO8P
30651,C71H126NO8P
30776,C57H110NO8P
30854,C57H112NO8P
30884,C73H122NO8P
30889,C75H128NO8P
30890,C75H130NO8P
30935,C67H122NO8P
31123,C73H130NO8P
31248,C59H116NO8P
31277,C75H126NO8P
31283,C77H132NO8P
31284,C77H134NO8P
31330,C69H126NO8P
31365,C75H132NO8P
31445,C75H134NO8P
31519,C67H120NO8P
31525,C69H128NO8P
31567,C61H120NO8P
31602,C79H136NO8P
31603,C79H138NO8P
31648,C71H130NO8P
31683,C77H136NO8P
31763,C77H138NO8P
31807,C69H130NO8P
31841,C79H140NO8P
31887,C71H132NO8P
31921,C79H142NO8P
31968,C71H134NO8P
32003,C81H144NO8P
32049,C73H136NO8P
32052,C29H48NO8P
32131,C73H138NO8P
32151,C49H76NO8P
32164,C49H78NO8P
32170,C47H72NO8P
32171,C47H74NO8P
32172,C51H78NO8P
32173,C51H80NO8P
32174,C45H70NO8P
32175,C45H72NO8P
32179,C53H82NO8P
32187,C43H70NO8P
32191,C41H68NO8P
32192,C29H46NO8P
32193,C31H50NO8P
32207,C30H48NO8P
32266,C9H18NO8P
32298,C27H46NO8P
32337,C43H68NO8P
32356,C27H44NO8P
32368,C28H46NO8P
32671,C25H42NO8P
32688,C26H44NO8P
32754,C25H44NO8P
32770,C26H46NO8P
32830,C23H44NO8P
33320,C25H46NO8P
33650,C11H22NO8P
33788,C23H42NO8P
33804,C24H44NO8P
34108,C21H40NO8P
34122,C22H42NO8P
34154,C77H130NO8P
34159,C81H142NO8P
34160,C81H146NO8P
34161,C49H74NO8P
34167,C41H66NO8P
34188,C61H122NO8P
34195,C65H130NO8P
34267,C10H20NO8P
35195,C63H126NO8P
35602,C25H49O10P
35820,C62H101O10P
35821,C56H93O10P
35822,C52H89O10P
35823,C47H81O10P
35824,C60H97O10P
35825,C60H99O10P
35826,C54H89O10P
35827,C54H91O10P
35828,C54H93O10P
35830,C64H103O10P
35831,C64H105O10P
35832,C49H85O10P
35834,C62H103O10P
35835,C56H95O10P
35836,C56H97O10P
35837,C66H107O10P
35838,C51H89O10P
35840,C64H107O10P
35841,C58H101O10P
35842,C68H111O10P
35843,C66H109O10P
35844,C66H111O10P
35845,C32H57O10P
35846,C60H105O10P
35847,C70H115O10P
35848,C68H113O10P
35849,C68H115O10P
35850,C70H117O10P
35851,C70H119O10P
35852,C72H121O10P
35853,C72H123O10P
35854,C56H87O10P
35855,C56H89O10P
35856,C54H85O10P
35857,C54H87O10P
35858,C58H91O10P
35859,C58H93O10P
35860,C52H83O10P
35861,C52H85O10P
35862,C50H85O10P
35865,C56H91O10P
35866,C60H95O10P
35870,C52H87O10P
35872,C58H95O10P
35874,C50H83O10P
35878,C48H81O10P
35879,C36H59O10P
35880,C38H63O10P
35881,C44H75O10P
35882,C56H99O10P
35883,C46H79O10P
35884,C54H95O10P
35885,C55H97O10P
35887,C60H107O10P
35888,C50H87O10P
35889,C40H67O10P
35890,C53H93O10P
35891,C62H111O10P
35892,C52H91O10P
35893,C42H71O10P
35895,C37H61O10P
35896,C58H103O10P
35897,C48H83O10P
35898,C64H115O10P
35904,C47H83O10P
35906,C60H101O10P
35913,C38H69O10P
35914,C49H87O10P
35916,C62H105O10P
35920,C51H91O10P
35922,C64H109O10P
35926,C66H113O10P
35930,C68H117O10P
35932,C70H121O10P
35934,C72H125O10P
35953,C58H97O10P
35960,C36H61O10P
35961,C38H65O10P
35962,C44H77O10P
35963,C56H101O10P
35964,C46H81O10P
35965,C54H97O10P
35966,C50H89O10P
35967,C55H99O10P
35969,C60H109O10P
35971,C40H69O10P
35972,C53H95O10P
35973,C62H113O10P
35974,C52H93O10P
35975,C42H73O10P
35977,C37H63O10P
35978,C58H105O10P
35979,C48H85O10P
35980,C64H117O10P
35984,C46H83O10P
35985,C41H75O10P
35990,C48H87O10P
35993,C58H99O10P
35994,C43H79O10P
35997,C50H91O10P
35999,C45H83O10P
36002,C52H95O10P
36004,C60H103O10P
36006,C54H99O10P
36008,C62H107O10P
36009,C62H109O10P
36011,C64H111O10P
36012,C64H113O10P
36013,C66H115O10P
36014,C66H117O10P
36015,C50H81O10P
36017,C48H79O10P
36021,C46H77O10P
36023,C44H79O10P
36038,C42H75O10P
36039,C30H53O10P
36040,C26H51O10P
36041,C50H93O10P
36042,C40H73O10P
36043,C48H89O10P
36044,C49H91O10P
36046,C54H101O10P
36047,C44H81O10P
36048,C34H61O10P
36049,C47H87O10P
36050,C56H105O10P
36051,C46H85O10P
36052,C36H65O10P
36054,C31H55O10P
36055,C52H97O10P
36056,C42H77O10P
36057,C58H109O10P
36062,C37H71O10P
36067,C44H83O10P
36068,C42H79O10P
36071,C39H75O10P
36075,C46H87O10P
36077,C41H79O10P
36080,C48H91O10P
36084,C50H95O10P
36116,C38H71O10P
36117,C26H49O10P
36118,C28H53O10P
36119,C34H65O10P
36120,C46H89O10P
36122,C36H69O10P
36123,C44H85O10P
36124,C45H87O10P
36126,C50H97O10P
36128,C30H57O10P
36129,C43H83O10P
36130,C52H101O10P
36132,C32H61O10P
36134,C27H51O10P
36135,C48H93O10P
36136,C38H73O10P
36137,C54H105O10P
36143,C45H79O10P
36144,C45H81O10P
36145,C39H71O10P
36146,C39H73O10P
36151,C34H67O10P
36153,C47H85O10P
36154,C41H77O10P
36160,C49H89O10P
36164,C51H93O10P
36168,C53H97O10P
36170,C55H101O10P
36171,C57H103O10P
36172,C57H105O10P
36173,C41H69O10P
36174,C37H73O10P
36175,C41H71O10P
36176,C39H67O10P
36177,C39H69O10P
36178,C43H73O10P
36179,C43H75O10P
36180,C37H65O10P
36181,C37H67O10P
36182,C35H67O10P
36185,C41H73O10P
36186,C45H77O10P
36190,C37H69O10P
36192,C43H77O10P
36194,C35H65O10P
36198,C33H63O10P
36199,C21H41O10P
36200,C23H45O10P
36201,C29H57O10P
36202,C41H81O10P
36203,C31H61O10P
36204,C39H77O10P
36207,C45H89O10P
36208,C35H69O10P
36211,C47H93O10P
36212,C27H53O10P
36215,C43H85O10P
36216,C33H65O10P
36217,C49H97O10P
36218,C32H63O10P
36279,C34H57O10P
36295,C35H59O10P
36326,C11H21O10P
36331,C68H119O10P
36333,C70H123O10P
36353,C58H107O10P
36361,C34H59O10P
36362,C36H63O10P
36371,C38H67O10P
36373,C60H111O10P
36375,C40H71O10P
36377,C35H61O10P
36378,C56H103O10P
36380,C62H115O10P
36414,C48H77O10P
36416,C46H75O10P
36420,C44H73O10P
36429,C43H81O10P
36440,C28H49O10P
36456,C29H51O10P
36519,C28H51O10P
36520,C30H55O10P
36521,C36H67O10P
36525,C47H89O10P
36527,C52H99O10P
36529,C32H59O10P
36530,C45H85O10P
36531,C54H103O10P
36533,C34H63O10P
36535,C29H53O10P
36538,C56H107O10P
36607,C47H91O10P
36617,C29H55O10P
36620,C56H109O10P
36728,C72H119O10P
36733,C74H125O10P
36734,C74H127O10P
36748,C62H99O10P
36767,C57H101O10P
36778,C39H65O10P
36781,C66H119O10P
36816,C74H129O10P
36862,C66H121O10P
36893,C59H107O10P
36894,C59H109O10P
36924,C42H83O10P
36934,C24H47O10P
36937,C51H101O10P
37053,C72H127O10P
37100,C64H119O10P
37163,C49H93O10P
37172,C31H57O10P
37175,C58H111O10P
37241,C49H95O10P
37251,C31H59O10P
37254,C58H113O10P
37283,C74H123O10P
37288,C76H129O10P
37289,C76H131O10P
37321,C59H105O10P
37334,C68H123O10P
37367,C61H111O10P
37368,C61H113O10P
37400,C44H87O10P
37413,C53H105O10P
37529,C74H131O10P
37568,C24H45O10P
37577,C66H123O10P
37584,C12H23O10P
37600,C20H39O10P
37613,C68H125O10P
37644,C51H99O10P
37656,C60H117O10P
37686,C76H127O10P
37691,C78H133O10P
37692,C78H135O10P
37726,C61H109O10P
37739,C70H127O10P
37773,C76H133O10P
37836,C53H103O10P
37855,C76H135O10P
37899,C68H127O10P
37928,C68H121O10P
37934,C70H129O10P
37976,C62H121O10P
37996,C26H53O7P
38011,C80H137O10P
38012,C80H139O10P
38045,C63H113O10P
38058,C72H131O10P
38095,C78H137O10P
38172,C78H139O10P
38218,C70H131O10P
38246,C26H45O10P
38255,C80H141O10P
38271,C30H59O10P
38286,C63H115O10P
38299,C72H133O10P
38334,C80H143O10P
38366,C63H117O10P
38380,C72H135O10P
38415,C82H145O10P
38446,C65H119O10P
38459,C74H137O10P
38525,C65H121O10P
38539,C74H139O10P
38576,C50H77O10P
38577,C48H73O10P
38578,C48H75O10P
38579,C52H79O10P
38580,C52H81O10P
38581,C46H71O10P
38582,C46H73O10P
38586,C50H79O10P
38587,C54H83O10P
38595,C44H71O10P
38599,C42H69O10P
38600,C30H47O10P
38601,C32H51O10P
38611,C34H55O10P
38617,C31H49O10P
38682,C30H49O10P
38683,C32H53O10P
38698,C31H51O10P
38744,C44H69O10P
38763,C28H45O10P
38779,C29H47O10P
38842,C28H47O10P
38843,C30H51O10P
38851,C32H55O10P
38857,C29H49O10P
38889,C26H43O10P
38940,C33H53O10P
39023,C33H55O10P
39099,C27H45O10P
39163,C24H47O7P
39174,C27H47O10P
39250,C25H47O10P
39489,C31H53O10P
39569,C35H57O10P
39874,C26H47O10P
39889,C27H49O10P
40048,C33H57O10P
40192,C24H43O10P
40208,C25H45O10P
40213,C28H55O10P
40276,C18H35O10P
40327,C13H25O10P
40509,C22H41O10P
40522,C23H43O10P
40556,C78H131O10P
40561,C82H143O10P
40563,C82H147O10P
40564,C50H75O10P
40570,C42H67O10P
40587,C10H19O10P
40588,C14H27O10P
40590,C50H99O10P
40592,C46H91O10P
40593,C48H95O10P
40595,C58H115O10P
40598,C62H123O10P
40603,C54H107O10P
40605,C66H131O10P
40810,C19H37O10P
40886,C56H111O10P
40891,C52H103O10P
41124,C55H109O10P
41131,C57H113O10P
41284,C60H119O10P
41435,C15H29O10P
41597,C64H127O10P
41748,C17H33O10P
41866,C19H37O12P
41885,C12H25O9P
42009,C25H51O9P
42227,C37H61O12P
42228,C37H63O12P
42229,C31H55O12P
42230,C27H51O12P
42231,C22H43O12P
42232,C23H43O12P
42233,C35H59O12P
42234,C35H61O12P
42235,C29H51O12P
42236,C29H53O12P
42237,C29H55O12P
42239,C39H65O12P
42240,C39H67O12P
42241,C24H47O12P
42243,C37H65O12P
42244,C31H57O12P
42245,C31H59O12P
42246,C41H69O12P
42247,C26H51O12P
42249,C39H69O12P
42250,C33H63O12P
42251,C43H73O12P
42252,C41H71O12P
42253,C41H73O12P
42254,C35H67O12P
42255,C45H77O12P
42256,C43H75O12P
42257,C43H77O12P
42258,C45H79O12P
42259,C45H81O12P
42260,C47H83O12P
42261,C47H85O12P
42262,C31H49O12P
42263,C31H51O12P
42264,C29H47O12P
42265,C29H49O12P
42266,C33H53O12P
42267,C11H21O12P
42268,C33H55O12P
42269,C27H45O12P
42270,C27H47O12P
42271,C25H47O12P
42274,C31H53O12P
42275,C35H57O12P
42279,C27H49O12P
42281,C33H57O12P
42283,C25H45O12P
42287,C31H61O12P
42288,C21H41O12P
42289,C29H57O12P
42290,C30H59O12P
42292,C35H69O12P
42293,C15H29O12P
42294,C28H55O12P
42295,C37H73O12P
42296,C27H53O12P
42297,C17H33O12P
42299,C12H23O12P
42300,C33H65O12P
42301,C23H45O12P
42302,C39H77O12P
42304,C34H57O9P
42305,C34H59O9P
42306,C28H51O9P
42308,C19H39O9P
42309,C32H55O9P
42310,C32H57O9P
42311,C26H47O9P
42312,C26H49O9P
42313,C26H51O9P
42315,C36H61O9P
42316,C36H63O9P
42317,C21H43O9P
42319,C34H61O9P
42320,C28H53O9P
42321,C28H55O9P
42322,C38H65O9P
42323,C23H47O9P
42325,C36H65O9P
42326,C30H59O9P
42327,C40H69O9P
42328,C38H67O9P
42329,C38H69O9P
42330,C32H63O9P
42331,C42H73O9P
42332,C40H71O9P
42333,C40H73O9P
42334,C42H75O9P
42335,C42H77O9P
42336,C44H79O9P
42337,C44H81O9P
42338,C28H45O9P
42339,C28H47O9P
42340,C26H43O9P
42341,C26H45O9P
42342,C30H49O9P
42343,C30H51O9P
42344,C24H41O9P
42345,C24H43O9P
42346,C22H43O9P
42349,C28H49O9P
42350,C32H53O9P
42354,C24H45O9P
42356,C30H53O9P
42358,C22H41O9P
42361,C20H39O9P
42362,C8H17O9P
42363,C10H21O9P
42364,C16H33O9P
42365,C28H57O9P
42366,C18H37O9P
42367,C26H53O9P
42368,C27H55O9P
42370,C32H65O9P
42371,C34H69O9P
42372,C14H29O9P
42374,C9H19O9P
42375,C30H61O9P
42376,C36H73O9P
42656,C47H82NO9P
42657,C47H84NO9P
42658,C37H72NO9P
42660,C45H80NO9P
42661,C45H82NO9P
42662,C39H72NO9P
42663,C39H74NO9P
42664,C39H76NO9P
42666,C49H86NO9P
42667,C49H88NO9P
42670,C47H86NO9P
42671,C41H80NO9P
42672,C51H90NO9P
42675,C49H90NO9P
42676,C43H84NO9P
42677,C53H94NO9P
42678,C51H92NO9P
42679,C51H94NO9P
42680,C45H88NO9P
42681,C55H98NO9P
42682,C53H96NO9P
42683,C53H98NO9P
42684,C55H100NO9P
42685,C55H102NO9P
42686,C57H104NO9P
42687,C57H106NO9P
42688,C41H70NO9P
42689,C41H72NO9P
42690,C39H68NO9P
42691,C39H70NO9P
42692,C43H74NO9P
42693,C35H68NO9P
42694,C43H76NO9P
42695,C37H66NO9P
42696,C37H68NO9P
42700,C41H74NO9P
42701,C45H78NO9P
42705,C37H70NO9P
42707,C43H78NO9P
42709,C35H66NO9P
42715,C29H58NO9P
42716,C41H82NO9P
42717,C31H62NO9P
42718,C39H78NO9P
42719,C45H90NO9P
42720,C35H70NO9P
42722,C47H94NO9P
42723,C37H74NO9P
42726,C43H86NO9P
42727,C33H66NO9P
42728,C49H98NO9P
42729,C54H94NO9P
42730,C54H96NO9P
42731,C44H84NO9P
42733,C52H92NO9P
42734,C52H94NO9P
42735,C46H84NO9P
42736,C46H86NO9P
42737,C46H88NO9P
42739,C56H98NO9P
42740,C56H100NO9P
42743,C54H98NO9P
42744,C48H92NO9P
42745,C58H102NO9P
42748,C56H102NO9P
42749,C50H96NO9P
42750,C60H106NO9P
42751,C58H104NO9P
42752,C58H106NO9P
42753,C52H100NO9P
42754,C62H110NO9P
42755,C60H108NO9P
42756,C60H110NO9P
42757,C62H112NO9P
42758,C62H114NO9P
42759,C64H116NO9P
42760,C64H118NO9P
42761,C48H82NO9P
42762,C38H77O7P
42763,C48H84NO9P
42764,C46H80NO9P
42765,C46H82NO9P
42766,C50H86NO9P
42767,C50H88NO9P
42770,C42H80NO9P
42773,C48H86NO9P
42774,C52H90NO9P
42778,C28H57O7P
42779,C44H82NO9P
42781,C50H90NO9P
42783,C42H78NO9P
42789,C36H70NO9P
42790,C48H94NO9P
42791,C38H74NO9P
42792,C46H90NO9P
42793,C52H102NO9P
42794,C42H82NO9P
42796,C54H106NO9P
42797,C44H86NO9P
42798,C34H66NO9P
42799,C29H56NO9P
42800,C50H98NO9P
42801,C40H78NO9P
42802,C56H110NO9P
42835,C46H78NO9P
42837,C44H76NO9P
42844,C40H76NO9P
42856,C40H74NO9P
42870,C27H52NO9P
42880,C41H76NO9P
42881,C41H78NO9P
42891,C38H76NO9P
42898,C47H92NO9P
42899,C57H102NO9P
42904,C59H108NO9P
42905,C59H110NO9P
42945,C51H102NO9P
42952,C48H88NO9P
42953,C48H90NO9P
42970,C54H104NO9P
42971,C64H114NO9P
42976,C66H120NO9P
42977,C66H122NO9P
43014,C31H60NO9P
43017,C58H114NO9P
43024,C43H80NO9P
43025,C43H82NO9P
43036,C40H80NO9P
43043,C49H96NO9P
43044,C59H106NO9P
43049,C61H112NO9P
43050,C61H114NO9P
43060,C36H73O7P
43090,C53H106NO9P
43091,C52H88NO9P
43097,C37H75O7P
43102,C54H92NO9P
43108,C56H96NO9P
43114,C58H100NO9P
43117,C50H94NO9P
43118,C60H104NO9P
43125,C46H76NO9P
43127,C44H74NO9P
43128,C48H80NO9P
43136,C50H84NO9P
43151,C34H64NO9P
43153,C36H68NO9P
43157,C30H56NO9P
43160,C32H60NO9P
43161,C27H50NO9P
43162,C33H65O7P
43164,C38H72NO9P
43243,C54H100NO9P
43252,C56H104NO9P
43257,C58H108NO9P
43261,C60H112NO9P
43265,C62H116NO9P
43267,C64H120NO9P
43269,C66H124NO9P
43282,C50H92NO9P
43289,C52H96NO9P
43298,C50H100NO9P
43300,C48H96NO9P
43301,C54H108NO9P
43302,C44H88NO9P
43304,C56H112NO9P
43305,C46H92NO9P
43308,C52H104NO9P
43309,C42H84NO9P
43310,C58H116NO9P
43389,C52H98NO9P
43409,C68H124NO9P
43413,C68H126NO9P
43414,C68H128NO9P
43415,C70H130NO9P
43416,C70H132NO9P
43449,C60H120NO9P
43455,C62H124NO9P
43534,C54H102NO9P
43553,C60H118NO9P
43554,C70H128NO9P
43559,C72H134NO9P
43560,C72H136NO9P
43599,C64H128NO9P
43783,C38H70NO9P
43822,C56H106NO9P
43823,C56H108NO9P
43840,C62H122NO9P
43841,C72H132NO9P
43846,C74H138NO9P
43847,C74H140NO9P
43888,C66H132NO9P
43891,C33H64NO9P
44009,C45H84NO9P
44010,C45H86NO9P
44067,C55H110NO9P
44096,C58H110NO9P
44097,C58H112NO9P
44099,C57H114NO9P
44104,C44H77O7P
44105,C44H79O7P
44106,C38H71O7P
44107,C34H67O7P
44109,C42H75O7P
44110,C42H77O7P
44111,C36H67O7P
44112,C36H69O7P
44113,C36H71O7P
44115,C46H81O7P
44116,C46H83O7P
44119,C44H81O7P
44120,C38H73O7P
44121,C38H75O7P
44122,C48H85O7P
44125,C46H85O7P
44126,C40H79O7P
44127,C34H61O7P
44128,C50H89O7P
44129,C48H87O7P
44130,C48H89O7P
44131,C42H83O7P
44132,C52H93O7P
44133,C50H91O7P
44134,C50H93O7P
44135,C52H95O7P
44136,C52H97O7P
44137,C54H99O7P
44138,C54H101O7P
44139,C38H65O7P
44140,C38H67O7P
44141,C36H63O7P
44142,C36H65O7P
44143,C40H69O7P
44144,C40H71O7P
44145,C34H63O7P
44146,C32H63O7P
44149,C38H69O7P
44150,C42H73O7P
44154,C34H65O7P
44156,C40H73O7P
44158,C32H61O7P
44162,C30H59O7P
44165,C42H85O7P
44166,C32H65O7P
44168,C35H71O7P
44169,C44H89O7P
44170,C34H69O7P
44174,C40H81O7P
44175,C30H61O7P
44176,C46H93O7P
44178,C51H89O7P
44179,C51H91O7P
44180,C45H83O7P
44181,C41H79O7P
44183,C49H87O7P
44184,C49H89O7P
44185,C43H79O7P
44186,C43H81O7P
44187,C43H83O7P
44189,C53H93O7P
44190,C53H95O7P
44193,C51H93O7P
44194,C45H85O7P
44195,C45H87O7P
44196,C55H97O7P
44199,C53H97O7P
44200,C47H91O7P
44201,C57H101O7P
44202,C55H99O7P
44203,C55H101O7P
44204,C49H95O7P
44205,C59H105O7P
44206,C57H103O7P
44207,C57H105O7P
44208,C59H107O7P
44209,C59H109O7P
44210,C61H111O7P
44211,C61H113O7P
44212,C45H77O7P
44213,C45H79O7P
44214,C43H75O7P
44215,C43H77O7P
44216,C47H81O7P
44217,C47H83O7P
44218,C37H71O7P
44221,C39H75O7P
44224,C45H81O7P
44225,C49H85O7P
44229,C41H77O7P
44231,C47H85O7P
44233,C39H73O7P
44237,C45H89O7P
44238,C35H69O7P
44239,C43H85O7P
44240,C44H87O7P
44242,C49H97O7P
44243,C39H77O7P
44246,C51H101O7P
44247,C41H81O7P
44248,C31H61O7P
44250,C26H51O7P
44251,C47H93O7P
44252,C37H73O7P
44253,C53H105O7P
44290,C43H73O7P
44293,C41H71O7P
44311,C37H69O7P
44315,C35H67O7P
44336,C40H75O7P
44350,C40H77O7P
44361,C54H97O7P
44366,C56H103O7P
44367,C56H105O7P
44400,C39H79O7P
44413,C48H97O7P
44417,C47H87O7P
44431,C47H89O7P
44441,C51H99O7P
44443,C61H109O7P
44448,C63H115O7P
44449,C63H117O7P
44479,C46H91O7P
44489,C28H55O7P
44492,C55H109O7P
44574,C42H79O7P
44588,C42H81O7P
44599,C56H101O7P
44604,C58H107O7P
44605,C58H109O7P
44637,C41H83O7P
44650,C50H101O7P
44652,C49H83O7P
44664,C51H87O7P
44671,C53H91O7P
44676,C55H95O7P
44680,C31H59O7P
44681,C57H99O7P
44688,C43H71O7P
44690,C41H69O7P
44692,C45H75O7P
44700,C47H79O7P
44712,C35H65O7P
44716,C33H63O7P
44722,C27H51O7P
44726,C29H55O7P
44728,C24H45O7P
44819,C51H95O7P
44827,C53H99O7P
44833,C55H103O7P
44837,C57H107O7P
44841,C59H111O7P
44844,C61H115O7P
44846,C63H119O7P
44859,C51H103O7P
44866,C49H91O7P
44876,C47H95O7P
44878,C45H91O7P
44883,C53H107O7P
44884,C43H87O7P
44888,C49H99O7P
44890,C55H111O7P
44974,C51H97O7P
44979,C49H93O7P
44999,C65H119O7P
45002,C65H121O7P
45003,C65H123O7P
45004,C67H125O7P
45005,C67H127O7P
45044,C57H115O7P
45050,C59H119O7P
45134,C53H101O7P
45148,C53H103O7P
45158,C57H113O7P
45159,C67H123O7P
45164,C69H129O7P
45165,C69H131O7P
45197,C52H105O7P
45210,C61H123O7P
45288,C17H34O4
45457,C55H105O7P
45471,C55H107O7P
45482,C59H117O7P
45483,C69H127O7P
45488,C71H133O7P
45489,C71H135O7P
45521,C54H109O7P
45534,C63H127O7P
45536,C18H40NO6P
45537,C25H52NO6P
45538,C23H48NO6P
45539,C20H44NO6P
45540,C27H56NO6P
45543,C23H46NO6P
45545,C27H58NO6P
45547,C31H66NO6P
45549,C33H70NO6P
45551,C29H62NO6P
45552,C19H42NO6P
45553,C35H74NO6P
45633,C16H33O6P
45634,C23H45O6P
45636,C18H37O6P
45637,C25H49O6P
45639,C20H41O6P
45640,C21H39O6P
45644,C29H59O6P
45645,C19H39O6P
45646,C31H63O6P
45648,C27H55O6P
45649,C17H35O6P
45650,C33H67O6P
45651,C44H75O7P
45663,C46H79O7P
45670,C48H83O7P
45675,C50H87O7P
45679,C52H91O7P
45686,C38H63O7P
45688,C36H61O7P
45690,C40H67O7P
45692,C34H59O7P
45699,C42H71O7P
45707,C32H59O7P
45711,C30H57O7P
45712,C18H35O7P
45713,C20H39O7P
45721,C22H43O7P
45736,C18H38O3
45761,C59H103O7P
45799,C44H85O7P
45808,C26H49O7P
45890,C19H38O3
45921,C54H95O7P
45925,C18H36O4
45975,C48H95O7P
46005,C61H107O7P
46010,C63H113O7P
46044,C46H89O7P
46052,C28H53O7P
46166,C56H99O7P
46171,C58H105O7P
46218,C50H99O7P
46220,C49H81O7P
46231,C51H85O7P
46238,C53H89O7P
46244,C55H93O7P
46248,C57H97O7P
46255,C43H69O7P
46258,C41H67O7P
46260,C45H73O7P
46262,C39H65O7P
46268,C47H77O7P
46283,C31H57O7P
46285,C33H61O7P
46291,C27H49O7P
46294,C29H53O7P
46296,C24H43O7P
46569,C65H117O7P
46725,C57H111O7P
46726,C67H121O7P
46742,C19H34O4
46766,C52H103O7P
46779,C61H121O7P
47050,C59H115O7P
47051,C69H125O7P
47056,C71H131O7P
47089,C54H107O7P
47101,C63H125O7P
47160,C19H36O4
47213,C64H114NO7P
47455,C66H118NO7P
47460,C68H124NO7P
47670,C54H92NO7P
47681,C56H96NO7P
47688,C58H100NO7P
47693,C60H104NO7P
47697,C62H108NO7P
47704,C48H80NO7P
47706,C27H54NO6P
47707,C46H78NO7P
47709,C50H84NO7P
47711,C44H76NO7P
47717,C52H88NO7P
47722,C32H60NO7P
47744,C34H64NO7P
47746,C29H54NO7P
47775,C22H46NO6P
47826,C19H38O4
47962,C23H44NO6P
48024,C70H128NO7P
48153,C20H42O3
48185,C62H122NO7P
48186,C72H132NO7P
48236,C66H132NO7P
48303,C21H38O3
48387,C25H50NO6P
48439,C21H40O3
48507,C64H126NO7P
48508,C74H136NO7P
48514,C76H142NO7P
48539,C20H42NO6P
48562,C68H136NO7P
48564,C21H44NO6P
48565,C28H56NO6P
48568,C30H60NO6P
48571,C26H50NO6P
48575,C34H70NO6P
48576,C24H50NO6P
48577,C36H74NO6P
48579,C32H66NO6P
48581,C38H78NO6P
48582,C18H38NO6P
48586,C31H64NO6P
48588,C33H68NO6P
48590,C29H60NO6P
48591,C19H40NO6P
48592,C35H72NO6P
48619,C20H40NO7P
48628,C40H68NO7P
48632,C42H72NO7P
48701,C61H108NO7P
48946,C63H112NO7P
48951,C65H118NO7P
48990,C23H48NO8P
49141,C21H42O3
49161,C51H86NO7P
49172,C53H90NO7P
49179,C55H94NO7P
49184,C57H98NO7P
49188,C59H102NO7P
49192,C35H66NO7P
49196,C45H74NO7P
49198,C43H72NO7P
49200,C47H78NO7P
49202,C41H70NO7P
49208,C49H82NO7P
49223,C33H62NO7P
49234,C31H58NO7P
49358,C20H40O4
49519,C67H122NO7P
49675,C59H116NO7P
49676,C69H126NO7P
49728,C63H126NO7P
49917,C28H58NO8P
49933,C26H54NO8P
49951,C21H44O3
49973,C23H40O4
50000,C61H120NO7P
50001,C71H130NO7P
50007,C73H136NO7P
50033,C28H54O5
50054,C65H130NO7P
50056,C47H80NO9P
50067,C49H84NO9P
50074,C51H88NO9P
50079,C53H92NO9P
50083,C55H96NO9P
50091,C41H68NO9P
50093,C39H66NO9P
50095,C43H72NO9P
50097,C37H64NO9P
50101,C32H66NO8P
50104,C45H76NO9P
50112,C35H64NO9P
50116,C33H62NO9P
50117,C21H40NO9P
50118,C23H44NO9P
50126,C25H48NO9P
50164,C62H108NO9P
50167,C22H46NO8P
50197,C21H34O4
50204,C47H90NO9P
50214,C29H54NO9P
50329,C57H100NO9P
50378,C21H36O4
50381,C51H100NO9P
50409,C34H70NO8P
50411,C64H112NO9P
50416,C66H118NO9P
50451,C49H94NO9P
50461,C31H58NO9P
50536,C24H50NO8P
50577,C59H104NO9P
50582,C61H110NO9P
50628,C53H104NO9P
50630,C52H86NO9P
50641,C54H90NO9P
50648,C56H94NO9P
50653,C58H98NO9P
50657,C60H102NO9P
50664,C46H74NO9P
50667,C44H72NO9P
50669,C48H78NO9P
50671,C42H70NO9P
50677,C50H82NO9P
50693,C34H62NO9P
50695,C36H66NO9P
50700,C30H54NO9P
50704,C32H58NO9P
50706,C27H48NO9P
50794,C19H40NO8P
50981,C68H122NO9P
51142,C60H116NO9P
51143,C70H126NO9P
51179,C55H108NO9P
51192,C64H126NO9P
51370,C21H44NO8P
51466,C62H120NO9P
51467,C72H130NO9P
51472,C74H136NO9P
51506,C57H112NO9P
51517,C66H130NO9P
51536,C30H62NO8P
51537,C20H42NO8P
51538,C36H74NO8P
51539,C50H87O12P
51540,C50H89O12P
51541,C44H81O12P
51542,C40H77O12P
51544,C48H85O12P
51545,C48H87O12P
51546,C42H77O12P
51547,C42H79O12P
51548,C42H81O12P
51550,C52H91O12P
51551,C52H93O12P
51554,C50H91O12P
51555,C44H83O12P
51556,C44H85O12P
51557,C54H95O12P
51560,C52H95O12P
51561,C46H89O12P
51562,C56H99O12P
51563,C54H97O12P
51564,C54H99O12P
51565,C48H93O12P
51566,C58H103O12P
51567,C56H101O12P
51568,C56H103O12P
51569,C58H105O12P
51570,C58H107O12P
51571,C60H109O12P
51572,C60H111O12P
